unique_id,gender,hold racket handed,play years_0,play years_1,play years_2,level_2,level_3,level_4,level_5
2311,0.5,0.04407407,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2312,0.5,0.98814815,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2313,0.5,0.99925926,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2314,0.5,0.8762963,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2315,0.5,0.99407407,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2316,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2317,0.5,0.99592593,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2318,0.5,0.99740741,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2319,0.5,0.99333333,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2320,0.5,0.92814815,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2321,0.5,0.99962963,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2322,0.5,0.99222222,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2323,0.5,0.98888889,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2324,0.5,0.99925926,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2325,0.5,0.94444444,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2326,0.5,0.98962963,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2327,0.5,0.98888889,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2328,0.5,0.99962963,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2329,0.5,0.72333333,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2330,0.5,0.99518519,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2331,0.5,0.99962963,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2332,0.5,0.99962963,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2333,0.5,0.99777778,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2334,0.5,0.94259259,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2335,0.5,0.96925926,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2336,0.5,0.99222222,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2337,0.5,0.28740741,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2338,0.5,0.99740741,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2339,0.5,0.98740741,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2340,0.5,0.99888889,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2341,0.5,0.99481481,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2342,0.5,0.97259259,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2343,0.5,0.99740741,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2344,0.5,0.90518519,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2345,0.5,0.96592593,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2346,0.5,0.16851852,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2347,0.5,0.98296296,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2348,0.5,0.84444444,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2349,0.5,0.99407407,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2350,0.5,0.99,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2351,0.5,0.05925926,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2352,0.5,0.99555556,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2353,0.5,0.99851852,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2354,0.5,0.97814815,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2355,0.5,0.99111111,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2356,0.5,0.98074074,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2357,0.5,0.99185185,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2358,0.5,0.93333333,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2359,0.5,0.9962963,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2360,0.5,0.95185185,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2361,0.5,0.95259259,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2362,0.5,0.92296296,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2363,0.5,0.97111111,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2364,0.5,0.99925926,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2365,0.5,0.98407407,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2366,0.5,0.9937037,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2367,0.5,0.05148148,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2368,0.5,0.99925926,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2369,0.5,0.98777778,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2370,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2371,0.5,0.99740741,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2372,0.5,0.98518519,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2373,0.5,0.99555556,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2374,0.5,0.98407407,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2375,0.5,0.99814815,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2376,0.5,0.99037037,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2377,0.5,0.98592593,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2378,0.5,0.96,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2379,0.5,0.93777778,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2380,0.5,0.99666667,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2381,0.5,0.71148148,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2382,0.5,0.99703704,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2383,0.5,0.92703704,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2384,0.5,0.99407407,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2385,0.5,0.99555556,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2386,0.5,0.07481481,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2387,0.5,0.78703704,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2388,0.5,0.99703704,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2389,0.5,0.97296296,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2390,0.5,0.94111111,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2391,0.5,0.99851852,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2392,0.5,0.99925926,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2393,0.5,0.99740741,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2394,0.5,0.99407407,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2395,0.5,0.81888889,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2396,0.5,0.98037037,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2397,0.5,0.99148148,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2398,0.5,0.99185185,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2399,0.5,0.95333333,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2400,0.5,0.99925926,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2401,0.5,0.98444444,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2402,0.5,0.0262963,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2403,0.5,0.99296296,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2404,0.5,0.99962963,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2405,0.5,0.99037037,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2406,0.5,0.04925926,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2407,0.5,0.99555556,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2408,0.5,0.09222222,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2409,0.5,0.99962963,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2410,0.5,0.79555556,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2411,0.5,0.94074074,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2412,0.5,0.98222222,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2413,0.5,0.22962963,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2414,0.5,0.99222222,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2415,0.5,0.95,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2416,0.5,0.76740741,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2417,0.5,0.99148148,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2418,0.5,0.97814815,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2419,0.5,0.99703704,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2420,0.5,0.8762963,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2421,0.5,0.98703704,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2422,0.5,0.99777778,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2423,0.5,0.99407407,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2424,0.5,0.99925926,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2425,0.5,0.93148148,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2426,0.5,0.90666667,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2427,0.5,0.28703704,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2429,0.5,0.83777778,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2430,0.5,0.90074074,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2431,0.5,0.99962963,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2432,0.5,0.99777778,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2433,0.5,0.99962963,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2434,0.5,0.99259259,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2435,0.5,0.96111111,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2436,0.5,0.15148148,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2437,0.5,0.9662963,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2438,0.5,0.16037037,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2439,0.5,0.99666667,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2440,0.5,0.99037037,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2441,0.5,0.86407407,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2442,0.5,0.99555556,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2443,0.5,0.96851852,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2444,0.5,0.60592593,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2445,0.5,0.98962963,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2446,0.5,0.99185185,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2447,0.5,0.25814815,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2448,0.5,0.9862963,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2449,0.5,0.98185185,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2450,0.5,0.9962963,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2451,0.5,0.98518519,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2452,0.5,0.97407407,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2453,0.5,0.85555556,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2454,0.5,0.93703704,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2455,0.5,0.99444444,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2456,0.5,0.9937037,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2457,0.5,0.99444444,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2458,0.5,0.99666667,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2459,0.5,0.20259259,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2460,0.5,0.03037037,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2461,0.5,0.99962963,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2462,0.5,0.99777778,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2463,0.5,0.07074074,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2464,0.5,0.22,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2465,0.5,0.98333333,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2466,0.5,0.93703704,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2467,0.5,0.93,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2468,0.5,0.99962963,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2469,0.5,0.97148148,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2470,0.5,0.99814815,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2471,0.5,0.86,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2472,0.5,0.99777778,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2473,0.5,0.96444444,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2474,0.5,0.95481481,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2475,0.5,0.99666667,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2476,0.5,0.91592593,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2477,0.5,0.99666667,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2478,0.5,0.99962963,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2479,0.5,0.97703704,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2480,0.5,0.99111111,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2481,0.5,0.96814815,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2482,0.5,0.08555556,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2483,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2484,0.5,0.99962963,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2485,0.5,0.08444444,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2486,0.5,0.05333333,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2487,0.5,0.17962963,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2488,0.5,0.99777778,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2489,0.5,0.99703704,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2490,0.5,0.99925926,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2491,0.5,0.84666667,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2492,0.5,0.98814815,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2493,0.5,0.98074074,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2494,0.5,0.97111111,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2495,0.5,0.99703704,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2496,0.5,0.03777778,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2497,0.5,0.98888889,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2498,0.5,0.99814815,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2499,0.5,0.11148148,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2500,0.5,0.99740741,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2501,0.5,0.9962963,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2502,0.5,0.96740741,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2503,0.5,0.93592593,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2504,0.5,0.99296296,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2505,0.5,0.99259259,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2506,0.5,0.05444444,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2507,0.5,0.96925926,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2508,0.5,0.8737037,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2509,0.5,0.98518519,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2510,0.5,0.98592593,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2511,0.5,0.99777778,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2512,0.5,0.99888889,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2513,0.5,0.99444444,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2514,0.5,0.99,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2515,0.5,0.80925926,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2516,0.5,0.95888889,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2517,0.5,0.99925926,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2518,0.5,0.97925926,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2519,0.5,0.99703704,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2520,0.5,0.9962963,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2521,0.5,0.90407407,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2522,0.5,0.04518519,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2523,0.5,0.90666667,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2524,0.5,0.99222222,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2525,0.5,0.9937037,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2526,0.5,0.99814815,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2527,0.5,0.93333333,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2528,0.5,0.99407407,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2529,0.5,0.94555556,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2530,0.5,0.99851852,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2531,0.5,0.97962963,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2532,0.5,0.99962963,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2533,0.5,0.99925926,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2534,0.5,0.98666667,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2535,0.5,0.99777778,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2536,0.5,0.94481481,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2537,0.5,0.22037037,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2538,0.5,0.98407407,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2539,0.5,0.03777778,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2540,0.5,0.99222222,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2541,0.5,0.99259259,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2542,0.5,0.96555556,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2543,0.5,0.92703704,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2544,0.5,0.03925926,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2545,0.5,0.85592593,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2546,0.5,0.99814815,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2547,0.5,0.99111111,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2548,0.5,0.98703704,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2549,0.5,0.02555556,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2550,0.5,0.96,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2551,0.5,0.06518519,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2552,0.5,0.99333333,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2553,0.5,0.99185185,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2554,0.5,0.98740741,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2555,0.5,0.99148148,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2556,0.5,0.71444444,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2557,0.5,0.96222222,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2558,0.5,0.82259259,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2559,0.5,0.9337037,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2560,0.5,0.99851852,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2561,0.5,0.84481481,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2562,0.5,0.06777778,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2563,0.5,0.9937037,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2564,0.5,0.99925926,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2565,0.5,0.94851852,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2566,0.5,0.98259259,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2567,0.5,0.99518519,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2568,0.5,0.99814815,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2569,0.5,0.99333333,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2570,0.5,0.99703704,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2571,0.5,0.99333333,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2572,0.5,0.05851852,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2573,0.5,0.97481481,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2574,0.5,0.84814815,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2575,0.5,0.99962963,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2576,0.5,0.87888889,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2577,0.5,0.82222222,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2578,0.5,0.99814815,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2579,0.5,0.97814815,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2580,0.5,0.97259259,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2581,0.5,0.99814815,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2582,0.5,0.99703704,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2583,0.5,0.19333333,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2584,0.5,0.1637037,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2585,0.5,0.98666667,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2586,0.5,0.99703704,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2587,0.5,0.99444444,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2588,0.5,0.99925926,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2589,0.5,0.97481481,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2590,0.5,0.94925926,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2591,0.5,0.99703704,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2592,0.5,0.05777778,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2593,0.5,0.97444444,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2594,0.5,0.98555556,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2595,0.5,0.97407407,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2596,0.5,0.9937037,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2597,0.5,0.08888889,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2598,0.5,0.98518519,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2599,0.5,0.62185185,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2600,0.5,0.16888889,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2601,0.5,0.99592593,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2602,0.5,0.99777778,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2603,0.5,0.08296296,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2604,0.5,0.98333333,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2605,0.5,0.77814815,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2606,0.5,0.99222222,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2607,0.5,0.13666667,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2608,0.5,0.09444444,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2609,0.5,0.99481481,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2610,0.5,0.86666667,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2611,0.5,0.39296296,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2612,0.5,0.98888889,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2613,0.5,0.20333333,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2614,0.5,0.8137037,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2615,0.5,0.99888889,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2616,0.5,0.97111111,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2617,0.5,0.93592593,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2618,0.5,0.98074074,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2619,0.5,0.98814815,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2620,0.5,0.98074074,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2621,0.5,0.98666667,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2622,0.5,0.95259259,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2623,0.5,0.99518519,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2624,0.5,0.9962963,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2625,0.5,0.99296296,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2626,0.5,0.99222222,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2627,0.5,0.99518519,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2628,0.5,0.89333333,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2629,0.5,0.96925926,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2630,0.5,0.99518519,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2631,0.5,0.97407407,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2632,0.5,0.92333333,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2633,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2634,0.5,0.9937037,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2635,0.5,0.9962963,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2636,0.5,0.99777778,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2637,0.5,0.05074074,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2638,0.5,0.99851852,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2639,0.5,0.99740741,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2640,0.5,0.99666667,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2641,0.5,0.8662963,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2642,0.5,0.98703704,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2643,0.5,0.98074074,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2644,0.5,0.99481481,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2645,0.5,0.99333333,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2646,0.5,0.99222222,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2647,0.5,0.97111111,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2648,0.5,0.98333333,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2649,0.5,0.98333333,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2650,0.5,0.16555556,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2651,0.5,0.99888889,0.5,0.5,0.5,0.5,0.5,0.5,0.5
